,key_fangraphs,Name,playerID,awardID,yearID,lgID
1803,1004133,Mike Flanagan,flanami01,TSN All-Star,1979,AL
1804,1004133,Mike Flanagan,flanami01,TSN Pitcher of the Year,1979,AL
1805,1004145,Dave Fleming,flemida01,TSN All-Star,1992,AL
1806,1004165,Curt Flood,floodcu01,Gold Glove,1963,NL
1807,1004165,Curt Flood,floodcu01,Gold Glove,1964,NL
1808,1004165,Curt Flood,floodcu01,Gold Glove,1965,NL
1809,1004165,Curt Flood,floodcu01,Gold Glove,1966,NL
1810,1004165,Curt Flood,floodcu01,Gold Glove,1967,NL
1811,1004165,Curt Flood,floodcu01,Gold Glove,1968,NL
1812,1004165,Curt Flood,floodcu01,TSN All-Star,1968,NL
1813,1004165,Curt Flood,floodcu01,Gold Glove,1969,NL
1814,1004182,Doug Flynn,flynndo01,Gold Glove,1980,NL
1815,1004205,Lew Fonseca,fonsele01,Baseball Magazine All-Star,1929,AL
1816,1004227,Whitey Ford,fordwh01,TSN All-Star,1955,ML
1817,1004227,Whitey Ford,fordwh01,TSN Pitcher of the Year,1955,AL
1818,1004227,Whitey Ford,fordwh01,TSN All-Star,1956,ML
1819,1004227,Whitey Ford,fordwh01,Babe Ruth Award,1961,AL
1820,1004227,Whitey Ford,fordwh01,Cy Young Award,1961,ML
1821,1004227,Whitey Ford,fordwh01,TSN All-Star,1961,AL
1822,1004227,Whitey Ford,fordwh01,TSN Pitcher of the Year,1961,AL
1823,1004227,Whitey Ford,fordwh01,World Series MVP,1961,ML
1824,1004227,Whitey Ford,fordwh01,TSN All-Star,1963,AL
1825,1004227,Whitey Ford,fordwh01,TSN Pitcher of the Year,1963,AL
1826,1004232,Mike Fornieles,fornimi01,TSN Fireman of the Year,1960,AL
1827,1004233,Bob Forsch,forscbo01,Silver Slugger,1980,NL
1828,1004233,Bob Forsch,forscbo01,Silver Slugger,1987,NL
1829,1004236,Terry Forster,forstte01,TSN Fireman of the Year,1974,AL
1830,1004243,Ray Fosse,fossera01,Gold Glove,1970,AL
1831,1004243,Ray Fosse,fossera01,TSN All-Star,1970,AL
1832,1004243,Ray Fosse,fossera01,Gold Glove,1971,AL
1833,1004250,George Foster,fostege01,All-Star Game MVP,1976,ML
1834,1004250,George Foster,fostege01,TSN All-Star,1976,NL
1835,1004250,George Foster,fostege01,TSN Player of the Year,1976,NL
1836,1004250,George Foster,fostege01,Most Valuable Player,1977,NL
1837,1004250,George Foster,fostege01,TSN All-Star,1977,NL
1838,1004250,George Foster,fostege01,TSN Player of the Year,1977,NL
1839,1004250,George Foster,fostege01,TSN All-Star,1978,NL
1840,1004250,George Foster,fostege01,Silver Slugger,1981,NL
1841,1004250,George Foster,fostege01,TSN All-Star,1981,NL
1842,231,Keith Foulke,foulkke01,Rolaids Relief Man Award,2003,AL
1843,231,Keith Foulke,foulkke01,TSN Reliever of the Year,2003,AL
1844,231,Keith Foulke,foulkke01,Babe Ruth Award,2004,AL
1845,1004281,Nellie Fox,foxne01,TSN All-Star,1955,ML
1846,1004281,Nellie Fox,foxne01,TSN All-Star,1956,ML
1847,1004281,Nellie Fox,foxne01,Gold Glove,1957,ML
1848,1004281,Nellie Fox,foxne01,TSN All-Star,1958,ML
1849,1004281,Nellie Fox,foxne01,Gold Glove,1959,AL
1850,1004281,Nellie Fox,foxne01,Most Valuable Player,1959,AL
1851,1004281,Nellie Fox,foxne01,TSN All-Star,1959,ML
1852,1004281,Nellie Fox,foxne01,TSN Player of the Year,1959,AL
1853,1004281,Nellie Fox,foxne01,Gold Glove,1960,AL
1854,1004283,Pete Fox,foxpe01,Baseball Magazine All-Star,1935,AL
1855,1004283,Pete Fox,foxpe01,Baseball Magazine All-Star,1944,AL
1856,1004285,Jimmie Foxx,foxxji01,TSN All-Star,1929,ML
1857,1004285,Jimmie Foxx,foxxji01,Baseball Magazine All-Star,1932,AL
1858,1004285,Jimmie Foxx,foxxji01,Baseball Magazine All-Star,1932,ML
1859,1004285,Jimmie Foxx,foxxji01,Most Valuable Player,1932,AL
1860,1004285,Jimmie Foxx,foxxji01,TSN All-Star,1932,ML
1861,1004285,Jimmie Foxx,foxxji01,TSN Guide MVP,1932,AL
1862,1004285,Jimmie Foxx,foxxji01,Baseball Magazine All-Star,1933,AL
1863,1004285,Jimmie Foxx,foxxji01,Baseball Magazine All-Star,1933,ML
1864,1004285,Jimmie Foxx,foxxji01,Most Valuable Player,1933,AL
1865,1004285,Jimmie Foxx,foxxji01,Triple Crown,1933,AL
1866,1004285,Jimmie Foxx,foxxji01,TSN All-Star,1933,ML
1867,1004285,Jimmie Foxx,foxxji01,TSN Guide MVP,1933,AL
1868,1004285,Jimmie Foxx,foxxji01,Baseball Magazine All-Star,1938,AL
1869,1004285,Jimmie Foxx,foxxji01,Baseball Magazine All-Star,1938,ML
1870,1004285,Jimmie Foxx,foxxji01,Most Valuable Player,1938,AL
1871,1004285,Jimmie Foxx,foxxji01,TSN All-Star,1938,ML
1872,1004285,Jimmie Foxx,foxxji01,TSN Guide MVP,1938,AL
1873,1004285,Jimmie Foxx,foxxji01,Baseball Magazine All-Star,1939,AL
1874,1004285,Jimmie Foxx,foxxji01,Baseball Magazine All-Star,1939,ML
1875,1004285,Jimmie Foxx,foxxji01,TSN All-Star,1939,ML
1876,1004285,Jimmie Foxx,foxxji01,Baseball Magazine All-Star,1940,AL
1877,1004285,Jimmie Foxx,foxxji01,Baseball Magazine All-Star,1941,AL
1878,874,John Franco,francjo01,Rolaids Relief Man Award,1988,NL
1879,874,John Franco,francjo01,TSN Fireman of the Year,1988,NL
1880,874,John Franco,francjo01,Rolaids Relief Man Award,1990,NL
1881,874,John Franco,francjo01,TSN Fireman of the Year,1990,NL
1882,874,John Franco,francjo01,TSN Fireman of the Year,1994,NL
1883,874,John Franco,francjo01,Lou Gehrig Memorial Award,2001,ML
1884,87,Julio Franco,francju01,Silver Slugger,1988,AL
1885,87,Julio Franco,francju01,Silver Slugger,1989,AL
1886,87,Julio Franco,francju01,TSN All-Star,1989,AL
1887,87,Julio Franco,francju01,All-Star Game MVP,1990,ML
1888,87,Julio Franco,francju01,Silver Slugger,1990,AL
1889,87,Julio Franco,francju01,TSN All-Star,1990,AL
1890,87,Julio Franco,francju01,Silver Slugger,1991,AL
1891,87,Julio Franco,francju01,TSN All-Star,1991,AL
1892,87,Julio Franco,francju01,Silver Slugger,1994,AL
1893,4792,Jeff Francoeur,francje02,Gold Glove,2007,NL
1894,1076,Ryan Franklin,frankry01,TSN Reliever of the Year,2009,NL
1895,1004315,Bill Freehan,freehbi01,Gold Glove,1965,AL
1896,1004315,Bill Freehan,freehbi01,Gold Glove,1966,AL
1897,1004315,Bill Freehan,freehbi01,Gold Glove,1967,AL
1898,1004315,Bill Freehan,freehbi01,TSN All-Star,1967,AL
1899,1004315,Bill Freehan,freehbi01,Gold Glove,1968,AL
1900,1004315,Bill Freehan,freehbi01,TSN All-Star,1968,AL
1901,1004315,Bill Freehan,freehbi01,Gold Glove,1969,AL
1902,1004315,Bill Freehan,freehbi01,TSN All-Star,1969,AL
1903,1004315,Bill Freehan,freehbi01,TSN All-Star,1971,AL
1904,5361,Freddie Freeman,freemfr01,TSN All-Star,2016,NL
1905,5361,Freddie Freeman,freemfr01,TSN All-Star,2018,NL
1906,5361,Freddie Freeman,freemfr01,Gold Glove,2018,NL
1907,5361,Freddie Freeman,freemfr01,Silver Slugger,2019,NL
1908,5361,Freddie Freeman,freemfr01,TSN All-Star,2019,NL
1909,5361,Freddie Freeman,freemfr01,Most Valuable Player,2020,NL
1910,5361,Freddie Freeman,freemfr01,Hank Aaron Award,2020,NL
1911,5361,Freddie Freeman,freemfr01,Silver Slugger,2020,NL
1912,5361,Freddie Freeman,freemfr01,TSN All-Star,2020,NL
1913,5361,Freddie Freeman,freemfr01,Silver Slugger,2021,NL
1914,5361,Freddie Freeman,freemfr01,TSN All-Star,2021,NL
1915,9549,David Freese,freesda01,Babe Ruth Award,2011,NL
1916,9549,David Freese,freesda01,NLCS MVP,2011,NL
1917,9549,David Freese,freesda01,World Series MVP,2011,ML
1918,1004330,Jim Fregosi,fregoji01,TSN All-Star,1964,AL
1919,1004330,Jim Fregosi,fregoji01,Gold Glove,1967,AL
1920,1004330,Jim Fregosi,fregoji01,TSN All-Star,1967,AL
1921,1004338,Larry French,frencla01,Baseball Magazine All-Star,1936,NL
1922,1004343,Lonny Frey,freylo01,Baseball Magazine All-Star,1939,NL
1923,13743,Max Fried,friedma01,Gold Glove,2020,NL
1924,13743,Max Fried,friedma01,Gold Glove,2021,NL
1925,13743,Max Fried,friedma01,Silver Slugger,2021,NL
1926,1004355,Bob Friend,frienbo01,TSN All-Star,1958,ML
1927,1004364,Frankie Frisch,friscfr01,Baseball Magazine All-Star,1921,ML
1928,1004364,Frankie Frisch,friscfr01,Baseball Magazine All-Star,1921,NL
1929,1004364,Frankie Frisch,friscfr01,Baseball Magazine All-Star,1923,ML
1930,1004364,Frankie Frisch,friscfr01,Baseball Magazine All-Star,1923,NL
1931,1004364,Frankie Frisch,friscfr01,Baseball Magazine All-Star,1927,ML
1932,1004364,Frankie Frisch,friscfr01,Baseball Magazine All-Star,1927,NL
1933,1004364,Frankie Frisch,friscfr01,Baseball Magazine All-Star,1930,ML
1934,1004364,Frankie Frisch,friscfr01,Baseball Magazine All-Star,1930,NL
1935,1004364,Frankie Frisch,friscfr01,TSN All-Star,1930,ML
1936,1004364,Frankie Frisch,friscfr01,Baseball Magazine All-Star,1931,ML
1937,1004364,Frankie Frisch,friscfr01,Baseball Magazine All-Star,1931,NL
1938,1004364,Frankie Frisch,friscfr01,Most Valuable Player,1931,NL
1939,1004364,Frankie Frisch,friscfr01,TSN All-Star,1931,ML
1940,1004364,Frankie Frisch,friscfr01,Baseball Magazine All-Star,1933,NL
1941,1004364,Frankie Frisch,friscfr01,Baseball Magazine All-Star,1934,NL
1942,385,Travis Fryman,frymatr01,Silver Slugger,1992,AL
1943,385,Travis Fryman,frymatr01,TSN All-Star,1992,AL
1944,385,Travis Fryman,frymatr01,TSN All-Star,1993,AL
1945,385,Travis Fryman,frymatr01,Gold Glove,2000,AL
1946,385,Travis Fryman,frymatr01,TSN All-Star,2000,AL
1947,13218,Michael Fulmer,fulmemi01,Rookie of the Year,2016,AL
1948,1004409,Carl Furillo,furilca01,Baseball Magazine All-Star,1950,ML
1949,1004409,Carl Furillo,furilca01,Baseball Magazine All-Star,1950,NL
1950,1004409,Carl Furillo,furilca01,TSN All-Star,1953,ML
1951,1004422,Gary Gaetti,gaettga01,Gold Glove,1986,AL
1952,1004422,Gary Gaetti,gaettga01,ALCS MVP,1987,AL
1953,1004422,Gary Gaetti,gaettga01,Gold Glove,1987,AL
1954,1004422,Gary Gaetti,gaettga01,Gold Glove,1988,AL
1955,1004422,Gary Gaetti,gaettga01,Gold Glove,1989,AL
1956,1004422,Gary Gaetti,gaettga01,Silver Slugger,1995,AL
1957,650,Eric Gagne,gagneer01,Cy Young Award,2003,NL
1958,650,Eric Gagne,gagneer01,Rolaids Relief Man Award,2003,NL
1959,650,Eric Gagne,gagneer01,TSN All-Star,2003,NL
1960,650,Eric Gagne,gagneer01,TSN Pitcher of the Year,2003,NL
1961,650,Eric Gagne,gagneer01,TSN Reliever of the Year,2003,NL
1962,650,Eric Gagne,gagneer01,Rolaids Relief Man Award,2004,NL
1963,1390,Andres Galarraga,galaran01,Silver Slugger,1988,NL
1964,1390,Andres Galarraga,galaran01,Gold Glove,1989,NL
1965,1390,Andres Galarraga,galaran01,Gold Glove,1990,NL
1966,1390,Andres Galarraga,galaran01,Silver Slugger,1996,NL
1967,8173,Yovani Gallardo,gallayo01,Silver Slugger,2010,NL
1968,14128,Joey Gallo,gallojo01,Gold Glove,2020,AL
1969,14128,Joey Gallo,gallojo01,Gold Glove,2021,AL
1970,1032,Ron Gant,gantro01,Silver Slugger,1991,NL
1971,1032,Ron Gant,gantro01,TSN All-Star,1991,NL
1972,1004498,Damaso Garcia,garcida01,Silver Slugger,1982,AL
1973,1004498,Damaso Garcia,garcida01,TSN All-Star,1982,AL
1974,1004498,Damaso Garcia,garcida01,TSN All-Star,1985,AL
1975,190,Nomar Garciaparra,garcino01,Rookie of the Year,1997,AL
1976,190,Nomar Garciaparra,garcino01,Silver Slugger,1997,AL
1977,190,Nomar Garciaparra,garcino01,TSN All-Star,1997,AL
1978,190,Nomar Garciaparra,garcino01,TSN All-Star,1999,AL
1979,190,Nomar Garciaparra,garcino01,Comeback Player of the Year,2006,NL
1980,9927,Brett Gardner,gardnbr01,Gold Glove,2016,AL
1981,1004528,Larry Gardner,gardnla01,Baseball Magazine All-Star,1912,AL
1982,1004528,Larry Gardner,gardnla01,Baseball Magazine All-Star,1916,AL
1983,1004528,Larry Gardner,gardnla01,Baseball Magazine All-Star,1916,ML
1984,1004528,Larry Gardner,gardnla01,Baseball Magazine All-Star,1920,AL
1985,1004528,Larry Gardner,gardnla01,Baseball Magazine All-Star,1921,AL
1986,15161,Mitch Garver,garvemi01,Silver Slugger,2019,AL
1987,1004557,Steve Garvey,garvest01,All-Star Game MVP,1974,ML
1988,1004557,Steve Garvey,garvest01,Gold Glove,1974,NL
1989,1004557,Steve Garvey,garvest01,Most Valuable Player,1974,NL
1990,1004557,Steve Garvey,garvest01,TSN All-Star,1974,NL
1991,1004557,Steve Garvey,garvest01,Gold Glove,1975,NL
1992,1004557,Steve Garvey,garvest01,TSN All-Star,1975,NL
1993,1004557,Steve Garvey,garvest01,Gold Glove,1976,NL
1994,1004557,Steve Garvey,garvest01,Gold Glove,1977,NL
1995,1004557,Steve Garvey,garvest01,TSN All-Star,1977,NL
1996,1004557,Steve Garvey,garvest01,All-Star Game MVP,1978,ML
1997,1004557,Steve Garvey,garvest01,NLCS MVP,1978,NL
1998,1004557,Steve Garvey,garvest01,TSN All-Star,1978,NL
1999,1004557,Steve Garvey,garvest01,Roberto Clemente Award,1981,ML
2000,1004557,Steve Garvey,garvest01,Lou Gehrig Memorial Award,1984,ML
2001,1004557,Steve Garvey,garvest01,NLCS MVP,1984,NL
2002,3340,Matt Garza,garzama01,ALCS MVP,2008,AL
2003,1004592,Rich Gedman,gedmari01,TSN All-Star,1986,AL
2004,1004598,Lou Gehrig,gehrilo01,Baseball Magazine All-Star,1927,AL
2005,1004598,Lou Gehrig,gehrilo01,Baseball Magazine All-Star,1927,ML
2006,1004598,Lou Gehrig,gehrilo01,Most Valuable Player,1927,AL
2007,1004598,Lou Gehrig,gehrilo01,TSN All-Star,1927,ML
2008,1004598,Lou Gehrig,gehrilo01,Baseball Magazine All-Star,1928,AL
2009,1004598,Lou Gehrig,gehrilo01,Baseball Magazine All-Star,1928,ML
2010,1004598,Lou Gehrig,gehrilo01,TSN All-Star,1928,ML
2011,1004598,Lou Gehrig,gehrilo01,Baseball Magazine All-Star,1930,AL
2012,1004598,Lou Gehrig,gehrilo01,Baseball Magazine All-Star,1931,AL
2013,1004598,Lou Gehrig,gehrilo01,Baseball Magazine All-Star,1931,ML
2014,1004598,Lou Gehrig,gehrilo01,TSN All-Star,1931,ML
2015,1004598,Lou Gehrig,gehrilo01,TSN Guide MVP,1931,AL
2016,1004598,Lou Gehrig,gehrilo01,Baseball Magazine All-Star,1934,AL
2017,1004598,Lou Gehrig,gehrilo01,Baseball Magazine All-Star,1934,ML
2018,1004598,Lou Gehrig,gehrilo01,Triple Crown,1934,AL
2019,1004598,Lou Gehrig,gehrilo01,TSN All-Star,1934,ML
2020,1004598,Lou Gehrig,gehrilo01,TSN Guide MVP,1934,AL
2021,1004598,Lou Gehrig,gehrilo01,Baseball Magazine All-Star,1936,AL
2022,1004598,Lou Gehrig,gehrilo01,Baseball Magazine All-Star,1936,ML
2023,1004598,Lou Gehrig,gehrilo01,Most Valuable Player,1936,AL
2024,1004598,Lou Gehrig,gehrilo01,TSN All-Star,1936,ML
2025,1004598,Lou Gehrig,gehrilo01,TSN Guide MVP,1936,AL
2026,1004598,Lou Gehrig,gehrilo01,Baseball Magazine All-Star,1937,AL
2027,1004598,Lou Gehrig,gehrilo01,Baseball Magazine All-Star,1937,ML
2028,1004598,Lou Gehrig,gehrilo01,TSN All-Star,1937,ML
2029,1004596,Charlie Gehringer,gehrich01,Baseball Magazine All-Star,1929,AL
2030,1004596,Charlie Gehringer,gehrich01,Baseball Magazine All-Star,1930,AL
2031,1004596,Charlie Gehringer,gehrich01,Baseball Magazine All-Star,1932,AL
2032,1004596,Charlie Gehringer,gehrich01,Baseball Magazine All-Star,1932,ML
2033,1004596,Charlie Gehringer,gehrich01,Baseball Magazine All-Star,1933,AL
2034,1004596,Charlie Gehringer,gehrich01,Baseball Magazine All-Star,1933,ML
2035,1004596,Charlie Gehringer,gehrich01,TSN All-Star,1933,ML
2036,1004596,Charlie Gehringer,gehrich01,Baseball Magazine All-Star,1934,AL
2037,1004596,Charlie Gehringer,gehrich01,Baseball Magazine All-Star,1934,ML
2038,1004596,Charlie Gehringer,gehrich01,TSN All-Star,1934,ML
2039,1004596,Charlie Gehringer,gehrich01,Baseball Magazine All-Star,1935,AL
2040,1004596,Charlie Gehringer,gehrich01,Baseball Magazine All-Star,1935,ML
2041,1004596,Charlie Gehringer,gehrich01,TSN All-Star,1935,ML
2042,1004596,Charlie Gehringer,gehrich01,Baseball Magazine All-Star,1936,AL
2043,1004596,Charlie Gehringer,gehrich01,Baseball Magazine All-Star,1936,ML
2044,1004596,Charlie Gehringer,gehrich01,TSN All-Star,1936,ML
2045,1004596,Charlie Gehringer,gehrich01,Baseball Magazine All-Star,1937,AL
2046,1004596,Charlie Gehringer,gehrich01,Baseball Magazine All-Star,1937,ML
2047,1004596,Charlie Gehringer,gehrich01,Most Valuable Player,1937,AL
2048,1004596,Charlie Gehringer,gehrich01,TSN All-Star,1937,ML
2049,1004596,Charlie Gehringer,gehrich01,TSN Guide MVP,1937,AL
2050,1004596,Charlie Gehringer,gehrich01,Baseball Magazine All-Star,1938,AL
2051,1004596,Charlie Gehringer,gehrich01,Baseball Magazine All-Star,1938,ML
2052,1004596,Charlie Gehringer,gehrich01,TSN All-Star,1938,ML
2053,1004639,Cesar Geronimo,geronce01,Gold Glove,1974,NL
2054,1004639,Cesar Geronimo,geronce01,Gold Glove,1975,NL
2055,1004639,Cesar Geronimo,geronce01,Gold Glove,1976,NL
2056,1004639,Cesar Geronimo,geronce01,Gold Glove,1977,NL
2057,818,Jason Giambi,giambja01,Hutch Award,2000,ML
2058,818,Jason Giambi,giambja01,Most Valuable Player,2000,AL
2059,818,Jason Giambi,giambja01,Silver Slugger,2001,AL
2060,818,Jason Giambi,giambja01,Silver Slugger,2002,AL
2061,818,Jason Giambi,giambja01,TSN All-Star,2002,AL
2062,818,Jason Giambi,giambja01,Comeback Player of the Year,2005,AL
2063,1004662,Bob Gibson,gibsobo01,Babe Ruth Award,1964,NL
2064,1004662,Bob Gibson,gibsobo01,World Series MVP,1964,ML
2065,1004662,Bob Gibson,gibsobo01,Gold Glove,1965,NL
2066,1004662,Bob Gibson,gibsobo01,Gold Glove,1966,NL
2067,1004662,Bob Gibson,gibsobo01,Gold Glove,1967,NL
2068,1004662,Bob Gibson,gibsobo01,World Series MVP,1967,ML
2069,1004662,Bob Gibson,gibsobo01,Cy Young Award,1968,NL
2070,1004662,Bob Gibson,gibsobo01,Gold Glove,1968,NL
2071,1004662,Bob Gibson,gibsobo01,Most Valuable Player,1968,NL
2072,1004662,Bob Gibson,gibsobo01,TSN All-Star,1968,NL
2073,1004662,Bob Gibson,gibsobo01,TSN Pitcher of the Year,1968,NL
2074,1004662,Bob Gibson,gibsobo01,Gold Glove,1969,NL
2075,1004662,Bob Gibson,gibsobo01,Cy Young Award,1970,NL
2076,1004662,Bob Gibson,gibsobo01,Gold Glove,1970,NL
2077,1004662,Bob Gibson,gibsobo01,TSN All-Star,1970,NL
2078,1004662,Bob Gibson,gibsobo01,TSN Pitcher of the Year,1970,NL
2079,1004662,Bob Gibson,gibsobo01,Gold Glove,1971,NL
2080,1004662,Bob Gibson,gibsobo01,Gold Glove,1972,NL
2081,1004662,Bob Gibson,gibsobo01,Gold Glove,1973,NL
2082,1004668,George Gibson,gibsoge01,Baseball Magazine All-Star,1909,ML
2083,1004668,George Gibson,gibsoge01,Baseball Magazine All-Star,1909,NL
2084,1004668,George Gibson,gibsoge01,Baseball Magazine All-Star,1910,ML
2085,1004668,George Gibson,gibsoge01,Baseball Magazine All-Star,1910,NL
2086,1004669,Kirk Gibson,gibsoki01,ALCS MVP,1984,AL
2087,1004669,Kirk Gibson,gibsoki01,Most Valuable Player,1988,NL
2088,1004669,Kirk Gibson,gibsoki01,Silver Slugger,1988,NL
2089,89,Marcus Giles,gilesma01,TSN All-Star,2003,NL
2090,1004724,Jim Gilliam,gilliji01,Rookie of the Year,1953,NL
2091,1004724,Jim Gilliam,gilliji01,TSN All-Star,1963,NL
2092,1004748,Dave Giusti,giustda01,TSN Fireman of the Year,1971,NL
2093,15,Troy Glaus,glaustr01,Silver Slugger,2000,AL
2094,15,Troy Glaus,glaustr01,Silver Slugger,2001,AL
2095,15,Troy Glaus,glaustr01,TSN All-Star,2001,AL
2096,15,Troy Glaus,glaustr01,Babe Ruth Award,2002,AL
2097,15,Troy Glaus,glaustr01,World Series MVP,2002,ML
2098,90,Tom Glavine,glavito02,Cy Young Award,1991,NL
2099,90,Tom Glavine,glavito02,Silver Slugger,1991,NL
2100,90,Tom Glavine,glavito02,TSN All-Star,1991,NL
2101,90,Tom Glavine,glavito02,TSN Pitcher of the Year,1991,NL
2102,90,Tom Glavine,glavito02,TSN All-Star,1992,NL
2103,90,Tom Glavine,glavito02,Babe Ruth Award,1995,NL
2104,90,Tom Glavine,glavito02,Silver Slugger,1995,NL
2105,90,Tom Glavine,glavito02,World Series MVP,1995,ML
2106,90,Tom Glavine,glavito02,Silver Slugger,1996,NL
2107,90,Tom Glavine,glavito02,Cy Young Award,1998,NL
2108,90,Tom Glavine,glavito02,Silver Slugger,1998,NL
2109,90,Tom Glavine,glavito02,TSN All-Star,1998,NL
2110,90,Tom Glavine,glavito02,TSN All-Star,2000,NL
2111,90,Tom Glavine,glavito02,TSN Pitcher of the Year,2000,NL
2112,9218,Paul Goldschmidt,goldspa01,Gold Glove,2013,NL
2113,9218,Paul Goldschmidt,goldspa01,Hank Aaron Award,2013,NL
2114,9218,Paul Goldschmidt,goldspa01,Silver Slugger,2013,NL
2115,9218,Paul Goldschmidt,goldspa01,Gold Glove,2015,NL
2116,9218,Paul Goldschmidt,goldspa01,Silver Slugger,2015,NL
2117,9218,Paul Goldschmidt,goldspa01,Silver Slugger,2017,NL
2118,9218,Paul Goldschmidt,goldspa01,Gold Glove,2017,NL
2119,9218,Paul Goldschmidt,goldspa01,Silver Slugger,2018,NL
2120,9218,Paul Goldschmidt,goldspa01,Gold Glove,2021,NL
2121,9627,Yan Gomes,gomesya01,Silver Slugger,2014,AL
2122,9627,Yan Gomes,gomesya01,TSN All-Star,2018,AL
2123,4881,Carlos Gomez,gomezca01,Gold Glove,2013,NL
2124,1004821,Lefty Gomez,gomezle01,Baseball Magazine All-Star,1932,AL
2125,1004821,Lefty Gomez,gomezle01,Baseball Magazine All-Star,1932,ML
2126,1004821,Lefty Gomez,gomezle01,Baseball Magazine All-Star,1934,AL
2127,1004821,Lefty Gomez,gomezle01,Baseball Magazine All-Star,1934,ML
2128,1004821,Lefty Gomez,gomezle01,Pitching Triple Crown,1934,AL
2129,1004821,Lefty Gomez,gomezle01,TSN All-Star,1934,ML
2130,1004821,Lefty Gomez,gomezle01,Baseball Magazine All-Star,1937,AL
2131,1004821,Lefty Gomez,gomezle01,Baseball Magazine All-Star,1937,ML
2132,1004821,Lefty Gomez,gomezle01,Pitching Triple Crown,1937,AL
2133,1004821,Lefty Gomez,gomezle01,Baseball Magazine All-Star,1938,AL
2134,1004821,Lefty Gomez,gomezle01,TSN All-Star,1938,ML
2135,1908,Adrian Gonzalez,gonzaad01,Gold Glove,2008,NL
2136,1908,Adrian Gonzalez,gonzaad01,Gold Glove,2009,NL
2137,1908,Adrian Gonzalez,gonzaad01,Gold Glove,2011,AL
2138,1908,Adrian Gonzalez,gonzaad01,Silver Slugger,2011,AL
2139,1908,Adrian Gonzalez,gonzaad01,Gold Glove,2014,NL
2140,1908,Adrian Gonzalez,gonzaad01,Silver Slugger,2014,NL
2141,7287,Carlos Gonzalez,gonzaca01,Gold Glove,2010,NL
2142,7287,Carlos Gonzalez,gonzaca01,Silver Slugger,2010,NL
2143,7287,Carlos Gonzalez,gonzaca01,Gold Glove,2012,NL
2144,7287,Carlos Gonzalez,gonzaca01,Gold Glove,2013,NL
2145,7287,Carlos Gonzalez,gonzaca01,Silver Slugger,2015,NL
2146,1251,Juan Gonzalez,gonzaju03,Silver Slugger,1992,AL
2147,1251,Juan Gonzalez,gonzaju03,Silver Slugger,1993,AL
2148,1251,Juan Gonzalez,gonzaju03,TSN All-Star,1993,AL
2149,1251,Juan Gonzalez,gonzaju03,Most Valuable Player,1996,AL
2150,1251,Juan Gonzalez,gonzaju03,Silver Slugger,1996,AL
2151,1251,Juan Gonzalez,gonzaju03,TSN All-Star,1996,AL
2152,1251,Juan Gonzalez,gonzaju03,Silver Slugger,1997,AL
2153,1251,Juan Gonzalez,gonzaju03,Most Valuable Player,1998,AL
2154,1251,Juan Gonzalez,gonzaju03,Silver Slugger,1998,AL
2155,1251,Juan Gonzalez,gonzaju03,TSN All-Star,1998,AL
2156,1251,Juan Gonzalez,gonzaju03,Silver Slugger,2001,AL
2157,1251,Juan Gonzalez,gonzaju03,TSN All-Star,2001,AL
2158,55,Luis Gonzalez,gonzalu01,Silver Slugger,2001,NL
2159,55,Luis Gonzalez,gonzalu01,TSN All-Star,2001,NL
2160,55,Luis Gonzalez,gonzalu01,Branch Rickey Award,2005,ML
2161,1004852,Dwight Gooden,goodedw01,Rookie of the Year,1984,NL
2162,1004852,Dwight Gooden,goodedw01,Cy Young Award,1985,NL
2163,1004852,Dwight Gooden,goodedw01,Pitching Triple Crown,1985,NL
2164,1004852,Dwight Gooden,goodedw01,TSN All-Star,1985,NL
2165,1004852,Dwight Gooden,goodedw01,TSN Pitcher of the Year,1985,NL
2166,1004852,Dwight Gooden,goodedw01,Silver Slugger,1992,NL
2167,1004857,Ival Goodman,goodmiv01,Baseball Magazine All-Star,1938,NL
2168,5209,Alex Gordon,gordoal01,Gold Glove,2011,AL
2169,5209,Alex Gordon,gordoal01,Gold Glove,2012,AL
2170,5209,Alex Gordon,gordoal01,Gold Glove,2013,AL
2171,5209,Alex Gordon,gordoal01,Gold Glove,2014,AL
2172,5209,Alex Gordon,gordoal01,Gold Glove,2017,AL
2173,5209,Alex Gordon,gordoal01,Gold Glove,2018,AL
2174,5209,Alex Gordon,gordoal01,Gold Glove,2019,AL
2175,5209,Alex Gordon,gordoal01,Gold Glove,2020,AL
2176,1004874,Joe Gordon,gordojo01,Baseball Magazine All-Star,1939,AL
2177,1004874,Joe Gordon,gordojo01,Baseball Magazine All-Star,1939,ML
2178,1004874,Joe Gordon,gordojo01,TSN All-Star,1939,ML
2179,1004874,Joe Gordon,gordojo01,Baseball Magazine All-Star,1940,AL
2180,1004874,Joe Gordon,gordojo01,Baseball Magazine All-Star,1940,ML
2181,1004874,Joe Gordon,gordojo01,TSN All-Star,1940,ML
2182,1004874,Joe Gordon,gordojo01,Baseball Magazine All-Star,1941,AL
2183,1004874,Joe Gordon,gordojo01,Baseball Magazine All-Star,1941,ML
2184,1004874,Joe Gordon,gordojo01,TSN All-Star,1941,ML
2185,1004874,Joe Gordon,gordojo01,Baseball Magazine All-Star,1942,AL
2186,1004874,Joe Gordon,gordojo01,Baseball Magazine All-Star,1942,ML
